INSEE_COM;maille;PoidsGeoSafran
17292;6030;0.146378251139503
17292;6031;0.488684578007888
17292;6116;0.233493010116492
17292;6117;0.131444160736278
17373;5758;0.263986139565212
17373;5759;0.551158237812907
17373;5847;0.116004963050762
17373;5848;0.0688506595716434
17371;6604;1
17423;6685;1
17256;6119;0.0803434658630063
17256;6202;0.919656534137202
17416;5946;0.155853736707204
17416;6036;0.844146263293142
17425;6436;0.10808539446052
17425;6437;0.886770536340424
17425;6517;0.00514406919898821
17111;6602;0.180990383566793
17111;6603;0.819009616433388
17332;6603;1
17219;6196;1
17154;6199;0.497314742886022
17154;6200;0.032916366675343
17154;6278;0.335647738311872
17154;6279;0.134121152126951
17432;6769;0.224136078991598
17432;6852;0.772545083368543
17432;6853;0.00331883763959473
17406;6197;0.0341359357306461
17406;6276;0.862053256188277
17406;6277;0.103810808080416
17004;5937;0.905040356388092
17105;6036;0.0384836061528805
17105;6037;0.351042955811666
17105;6122;0.106677343064657
17105;6123;0.503796094971161
17224;6121;0.198204440496802
17224;6203;0.0517604328679678
17224;6204;0.750035126635587
17060;6518;0.146910585970507
17060;6600;0.853089414030448
17020;6522;0.0227854913608982
17020;6523;0.0569427122656419
17020;6604;0.444129570820401
17020;6605;0.47614222555383
17359;5850;0.703392867938785
17359;5851;0.0636479723460769
17359;5941;0.232959159715241
17346;6029;0.17596517014099
17346;6115;0.824034829859105
17005;6685;0.0421973648730235
17005;6686;0.85578391072192
17005;6769;0.102018724404809
17384;5943;0.196308387850917
17384;5944;0.706829946584671
17384;6033;0.0159450044141396
17384;6034;0.080916661151116
17165;6119;0.900366358083032
17165;6120;0.0996336419171452
17117;5945;0.00614878228693954
17117;5946;0.0854206606930553
17117;6035;0.753786064446499
17117;6036;0.154644492573735
17468;6770;1
17121;5663;0.272218069200645
17121;5754;0.727781930799508
17092;6769;0.453003584608094
17092;6770;0.546996415390182
17298;6359;0.190117118006406
17298;6438;0.000587719961486142
17298;6439;0.80929516203243
17096;6770;1
17386;6937;0.429172956571236
17386;7018;0.570827043428288
17181;6118;0.779050750381203
17181;6201;0.220949249618764
17139;5851;0.279613461504308
17139;5852;0.72038653849566
17445;6358;1
17119;6357;0.161735811444981
17119;6437;0.709946575824147
17119;6438;0.128317612731363
17040;5942;0.11337441478692
17040;5943;0.0947230040122097
17040;6032;0.476484624524685
17040;6033;0.315417956676681
17420;5846;0.0896271383272081
17420;5847;0.910372861673149
17226;6118;0.718061771597316
17226;6119;0.281938228402538
17290;6203;0.660382414711955
17290;6204;0.339617585287701
17465;6032;0.757203280770844
17465;6033;0.242796719229216
17314;6281;1
17101;6034;0.372094964408704
17101;6035;0.582680050229025
17101;6121;0.0452249853619158
17132;5669;0.144827135446065
17132;5761;0.855172864554691
17361;5943;0.652704346534584
17361;5944;0.347295653464011
17345;6603;0.171862086188969
17345;6686;0.828137913811474
17318;5662;1
17466;5666;0.0274639522260973
17466;5758;0.377020184180683
17466;5759;0.595515863593002
17187;6602;0.0507736982936963
17187;6603;0.519450329909275
17187;6685;0.0456482747935285
17187;6686;0.384127697002679
17458;6770;0.0830169106377572
17458;6771;0.916983089362602
17252;6117;0.790633280536145
17252;6200;0.209366719463928
17168;5937;0.0247084041535566
17168;5938;0.0116684262572957
17168;6027;0.588374548080793
17168;6028;0.375248621508246
17065;5938;0.244122992249832
17065;5939;0.192611989604603
17065;6028;0.199148192949517
17065;6029;0.364116825195997
17430;6685;0.0221129870302226
17430;6686;0.0595806297173657
17430;6768;0.398972879543211
17430;6769;0.519333503709188
17248;6518;0.405035703324359
17248;6519;0.00305924700632271
17248;6600;0.59190504966893
17316;6604;0.154604246666283
17316;6605;0.405930041968842
17316;6687;0.064138129186115
17316;6688;0.375327582178817
17211;5943;1
17057;5759;0.132866743891353
17057;5760;0.68289183661454
17057;5848;0.0717196970986608
17057;5849;0.112521722395288
17457;5940;0.273103687284824
17457;5941;0.726896312715546
17427;6205;1
17178;6519;0.408727102715934
17178;6520;0.591272897283956
17407;5666;0.00629944910423808
17407;5758;0.945034351778891
17407;5759;0.0486661991172697
17202;5942;0.0985805944841408
17202;6032;0.901419405515496
17409;6355;0.00368410475159015
17409;6356;0.996315895248453
17037;6122;0.856492983983137
17037;6205;0.143507016016343
17413;5846;0.00284399558878673
17413;5847;0.602371721744098
17413;5938;0.394784282666942
17311;6355;1
17017;6031;0.213574995519593
17017;6117;0.786425004480766
17196;6439;0.0601273173732231
17196;6440;0.466888046435212
17196;6519;0.123996629072638
17196;6520;0.348988007119223
17089;6280;0.299390364717278
17089;6281;0.700609635282602
17025;6120;0.595096537398357
17025;6202;5.91059359541452e-06
17025;6203;0.40489755200794
17044;6360;0.475023655654658
17044;6439;0.00412487319790771
17044;6440;0.520851471146918
17136;5847;1
17112;6278;0.765511770721865
17112;6279;0.216016329009595
17112;6358;0.0177897845443181
17112;6359;0.00068211572428162
17304;6361;1
17344;6118;0.0903632506646079
17344;6119;0.0845754689718934
17344;6201;0.211998551316901
17344;6202;0.613062729046724
17216;6030;0.673330970584932
17216;6116;0.326669029414604
17203;5848;0.0840035446759727
17203;5849;0.0734718238322368
17203;5939;0.162525350887637
17203;5940;0.679999280604165
17272;5849;0.913390139631507
17272;5940;0.0866098603687237
17369;5754;0.0247757367605011
17369;5755;0.975224263240131
17367;6034;0.0635175888861943
17367;6035;0.068459697072166
17367;6120;0.417414544071979
17367;6121;0.450608169970024
17264;5665;0.17502156670934
17264;5757;0.716425625977091
17264;5664;0.00680602153603436
17264;5756;0.101746785776688
17084;6519;0.400672734988798
17084;6520;0.0974706357266377
17084;6601;0.497852912790875
17084;6602;0.00400371649425904
17307;6277;0.41804872599908
17307;6357;0.581951274001346
17388;6520;1
17276;6771;1
17118;6852;0.0755683150222284
17118;6853;0.906558969456306
17118;6934;0.000180636000914748
17118;6935;0.0176920795203215
17204;6687;0.569716007982988
17204;6688;0.100400505321254
17204;6770;0.257547544319309
17204;6771;0.0723359423760158
17253;5939;0.133486039789865
17253;5940;0.42317545032428
17253;6029;0.324127089792087
17253;6030;0.119211420093917
17436;6200;0.211031572253945
17436;6201;0.788968427745519
17128;6280;0.0132801839135945
17128;6360;0.932968500817857
17128;6361;0.053751315268352
17378;6854;0.354906707822632
17378;6855;0.645093292177641
17167;6855;0.0924582189066545
17167;6856;0.0116478770344737
17167;6937;0.815449793975492
17167;6938;0.0804441100834131
17150;6033;0.00206332433462497
17150;6034;0.966166828733657
17150;6120;0.0317698469314064
17016;6523;0.793069638473471
17016;6605;0.206930361525268
17143;6201;0.686136954348562
17143;6202;0.0158924805863447
17143;6280;0.297970565064612
17235;6203;0.570978122341489
17235;6282;0.429021877658128
17063;5941;0.973620308449116
17063;5942;0.0263796915507401
17010;5846;1
17209;6442;0.63812114369619
17209;6522;0.361878856303233
17473;6035;1
17477;6036;0.887941607123054
17477;6037;0.11205839287716
17201;5669;0.0429774435148666
17201;5761;0.957022556483845
17485;6112;0.911185858223968
17485;6195;0.0888141417758962
17481;6032;0.739770783389239
17481;6118;0.260229216609173
17120;6199;0.00167097026767035
17120;6278;0.835036440660279
17120;6358;0.163292589072052
17098;6517;0.138147444086517
17098;6518;0.618622559332948
17098;6599;0.00175691092335459
17098;6600;0.241473085657062
17320;6030;0.766815325535265
17320;6116;0.233184674464414
17222;5665;0.952351543449364
17222;5757;0.0476484565508182
17438;6519;0.32336312351914
17438;6520;0.676636876480373
17047;6521;1
17421;6356;0.274209073040098
17421;6357;0.725375557036412
17421;6437;0.000415369923379709
17350;6033;0.007279914781081
17350;6119;0.992720085218705
17480;5759;0.121545335524396
17480;5848;0.589021711521154
17480;5849;0.28943295295431
17076;6442;1
17455;6115;0.298549681621665
17455;6116;0.701450318378287
17162;6036;0.349511874529117
17162;6122;0.650488125470415
17191;6360;0.676144880785965
17191;6440;0.323855119216244
17459;6119;0.145898623488454
17459;6120;0.854101376511322
17330;6198;0.227039208519618
17330;6199;0.00129550207122756
17330;6277;0.722125930557198
17330;6278;0.0495393588519863
17244;6358;0.0369371244422763
17244;6359;0.0119971639697412
17244;6438;0.775836257841395
17244;6439;0.175229453746286
17094;5846;0.405283118172404
17094;5847;0.0226684693642243
17094;5937;0.347921447602395
17094;5938;0.224126964862297
17255;6277;1
17131;6437;0.154287762785019
17131;6438;0.349883994388829
17131;6517;0.0298848661980132
17131;6518;0.465943376628322
17085;6116;0.740563579015146
17085;6117;0.259436420985065
17279;6602;0.79703021216526
17279;6685;0.202969787835171
17141;6361;1
17259;6521;0.112521604576144
17259;6522;0.0510653793532037
17259;6603;0.422734711751901
17259;6604;0.413678304318811
17454;6686;0.000477319518965491
17454;6687;0.00451732573381752
17454;6769;0.308875914143971
17454;6770;0.686129440603446
17315;5759;0.127437793053452
17315;5847;0.178539876137506
17315;5848;0.694022330808935
17422;6036;0.416607185909406
17422;6122;0.58339281409124
17321;5941;0.0538923183076276
17321;6030;0.130841049914583
17321;6031;0.815266631777557
17411;6112;0.0486876039076605
17411;6195;0.951312396092482
17405;6684;0.272053980078004
17405;6766;1.35965934988561e-05
17405;6767;0.7279324233282
17301;6036;1
17176;6121;1
17352;5941;1
17471;5944;0.15430515453752
17471;5945;0.845694845462582
17214;6278;0.0827188299272762
17214;6358;0.876167845104926
17214;6359;0.0411133249678199
17428;6204;0.971872276717672
17428;6283;0.0281277232824029
17160;6600;0.713611079772398
17160;6601;0.286388920226864
17129;6768;0.0142662323511393
17129;6769;0.853757815025855
17129;6852;0.131975952622964
17348;6197;0.706542532364798
17348;6198;0.293457467635044
17082;6604;0.109257228153889
17082;6687;0.890742771845799
17364;6442;0.174820246869732
17364;6522;0.82517975313057
17448;6030;0.0305844772702798
17448;6031;0.969415522729688
17022;6119;1
17317;6601;0.215841240904243
17317;6602;0.154407309190902
17317;6684;0.402532993996624
17317;6685;0.227218455908315
17379;6520;0.693256517786636
17379;6602;0.306743482213007
17127;5668;0.796792331816577
17127;5669;0.203207668183583
17075;6029;0.024129888768406
17075;6030;0.236666161135161
17075;6115;0.196386959061773
17075;6116;0.54281699103502
17035;6122;0.987609649525458
17035;6123;0.0123903504747973
17476;6686;0.725562656715261
17476;6687;0.0462160940192307
17476;6769;0.228221249265935
17479;6518;0.261106504837398
17479;6519;0.738893495163174
17463;6028;0.996101995155004
17463;6029;0.00389800484459987
17206;6035;0.684451659189394
17206;6121;0.315548340810404
17195;5943;0.995064509139858
17195;6033;0.00493549085981802
17464;5943;1
17440;6032;0.522283143257367
17440;6033;0.150156215829179
17440;6118;0.153995582654584
17440;6119;0.173565058259728
17125;6033;0.963484776605431
17125;6119;0.0365152233944222
17334;5944;1
17453;6115;0.904270814532528
17453;6198;0.0957291854674475
17412;6201;1
17156;6770;1
17011;6201;1
17291;5757;1
17054;6855;0.99645199529122
17054;6856;0.0035480047096231
17133;6438;0.00163453715985022
17133;6439;0.890133121818239
17133;6519;0.108232341021486
17018;5939;0.967105102789614
17018;5940;0.0328948972103726
17404;6439;1
17246;6030;1
17179;6280;0.0275922132268087
17179;6360;0.972407786773187
17152;6517;0.0542901476572044
17152;6518;0.94570985234284
17417;6769;1
