INSEE_COM;CODE_DEPT;CODE_REG;maille;PoidsComSafran
01337;01;82;5440;0.252019678946702
01337;01;82;5441;0.191396552991185
01337;01;82;5536;0.0417492535403115
01337;01;82;5537;0.51483451452136
01291;01;82;5724;0.877523234666369
01291;01;82;5816;0.122476765333425
01102;01;82;5536;0.000163518280569261
01102;01;82;5537;0.499118246044577
01102;01;82;5630;0.0199967170894205
01102;01;82;5631;0.480721518585276
01350;01;82;5634;0.0534788382687481
01350;01;82;5726;0.0165639050674539
01350;01;82;5727;0.929957256663738
01322;01;82;6170;0.277705003887395
01322;01;82;6171;0.722294996112376
01289;01;82;5818;0.718736566396428
01289;01;82;5819;0.12230010701905
01289;01;82;5907;0.104161972842885
01289;01;82;5908;0.0548013537416284
01122;01;82;6092;0.747086368491866
01122;01;82;6178;0.252913631508014
01449;01;82;5998;0.0121873319803819
01449;01;82;5999;0.333766122276477
01449;01;82;6088;0.0445209644063458
01449;01;82;6089;0.60952558133667
01047;01;82;6258;1
01401;01;82;5640;0.00606624840772744
01401;01;82;5733;0.238786696754255
01401;01;82;5734;0.755147054838972
01297;01;82;6173;0.894281661041653
01297;01;82;6256;0.105718338958166
01012;01;82;6001;0.271064184460785
01012;01;82;6002;0.0407702508861098
01012;01;82;6091;0.617108743035707
01012;01;82;6092;0.0710568216173726
01228;01;82;5910;0.934100696035106
01228;01;82;5911;0.0658993039648325
01314;01;82;5999;0.642203549812143
01314;01;82;6089;0.357796450187726
01360;01;82;5733;0.692893602860118
01360;01;82;5734;0.0269248909200249
01360;01;82;5825;0.241521189819362
01360;01;82;5826;0.0386603164003901
01162;01;82;6262;0.142639802256105
01162;01;82;6263;0.857360197745241
01320;01;82;5630;0.33274071323272
01320;01;82;5723;0.667259286767195
01261;01;82;6086;0.896882537827101
01261;01;82;6172;0.103117462173221
01361;01;82;6257;0.649628686865993
01361;01;82;6258;0.350371313133924
01436;01;82;5547;0.364172394529462
01436;01;82;5548;0.343584711185421
01436;01;82;5641;0.02840394423772
01436;01;82;5642;0.263838950047275
01369;01;82;5819;1
01041;01;82;6090;0.414735950758804
01041;01;82;6176;0.585264049242225
01061;01;82;6341;0.419097912954653
01061;01;82;6421;0.580902087045843
01089;01;82;6089;0.984739196789849
01089;01;82;6090;0.01526080321014
01388;01;82;5441;0.0796825050474539
01388;01;82;5442;0.65843320977422
01388;01;82;5537;0.0272520860151239
01388;01;82;5538;0.234632199162955
01128;01;82;5442;0.766679044518764
01128;01;82;5538;0.233320955481461
01267;01;82;5821;1
01063;01;82;5821;0.634122416683355
01063;01;82;5822;0.365877583316918
01373;01;82;5821;0.0472960642883963
01373;01;82;5822;0.0475702941358626
01373;01;82;5910;0.127063746631909
01373;01;82;5911;0.778069894944422
01174;01;82;5732;0.678755409396527
01174;01;82;5824;0.321244590604208
01077;01;82;5909;0.0871805966697506
01077;01;82;5910;0.912819403330308
01225;01;82;5994;1
01082;01;82;6003;0.140297450180661
01082;01;82;6004;0.54872072005263
01082;01;82;6093;0.0199407923249581
01082;01;82;6094;0.291041037442356
01044;01;82;5912;0.329189269451385
01044;01;82;5913;0.490239678590664
01044;01;82;6003;2.36762793364357e-05
01044;01;82;6004;0.180547375678503
01006;01;82;6340;1
01159;01;82;5630;1
01115;01;82;5724;0.1143395492524
01115;01;82;5725;0.885660450747729
01368;01;82;5816;1
01363;01;82;5999;3.94539337061277e-06
01363;01;82;6000;0.983636456639621
01363;01;82;6090;0.0163595979670048
01091;01;82;5823;0.0495500844659969
01091;01;82;5824;0.161894409232161
01091;01;82;5912;0.220955305624006
01091;01;82;5913;0.56760020067786
01296;01;82;5539;0.132284286604169
01296;01;82;5540;0.634013727553104
01296;01;82;5634;0.233701985842057
01195;01;82;5727;0.105454786569636
01195;01;82;5819;0.858869831344134
01195;01;82;5820;0.0356753820865646
01001;01;82;5815;0.149372397323656
01001;01;82;5816;0.0697864217854917
01001;01;82;5904;0.385490321934969
01001;01;82;5905;0.395350858955931
01305;01;82;5440;0.060684178016879
01305;01;82;5536;0.645259326677502
01305;01;82;5537;0.294056495306785
01208;01;82;6263;1
01400;01;82;6260;0.621954449302518
01400;01;82;6339;0.372485436016079
01400;01;82;6340;0.00556011468076041
01045;01;82;6086;0.11298099474359
01045;01;82;6087;0.537901860822488
01045;01;82;6172;0.0773386069771355
01045;01;82;6173;0.27177853745671
01043;01;82;6255;0.973632823282069
01043;01;82;6256;0.0263671767181226
01330;01;82;6002;0.167367319561762
01330;01;82;6003;0.309433647799109
01330;01;82;6092;0.0922744735018369
01330;01;82;6093;0.430924559137194
01391;01;82;5540;0.015642426636804
01391;01;82;5541;0.00576133921308326
01391;01;82;5634;0.578135847222071
01391;01;82;5635;0.400460386928413
01299;01;82;5997;0.576178006050328
01299;01;82;6087;0.423821993949748
01186;01;82;6177;0.291318952066473
01186;01;82;6178;0.708681047933326
01378;01;82;6257;0.945264900914597
01378;01;82;6258;0.000796965660432373
01378;01;82;6336;0.0539381334251432
01447;01;82;5820;1
01404;01;82;5821;0.321793912456084
01404;01;82;5909;0.320053877643538
01404;01;82;5910;0.358152209899767
01306;01;82;5723;1
01358;01;82;6261;0.0618054925491909
01358;01;82;6340;0.671644390611672
01358;01;82;6341;0.266550116839466
01014;01;82;5637;8.78218395850523e-05
01014;01;82;5638;0.312112497816613
01014;01;82;5730;0.0391692695730397
01014;01;82;5731;0.64863041077056
01142;01;82;6256;1
01090;01;82;5998;0.721746489588737
01090;01;82;5999;0.0239209569878691
01090;01;82;6088;0.253911848494461
01090;01;82;6089;0.000420704929313677
01293;01;82;5821;0.330372631195097
01293;01;82;5910;0.669627368805221
01242;01;82;6000;0.402473165973082
01242;01;82;6001;0.597526834026116
01190;01;82;6261;0.560388204774258
01190;01;82;6340;0.439611795225586
01019;01;82;6178;0.0662086224109496
01019;01;82;6261;0.933791377589249
01216;01;82;6339;0.323661375741556
01216;01;82;6340;0.63425123903099
01216;01;82;6420;0.0420873852276276
01062;01;82;6173;0.292922442172189
01062;01;82;6256;0.707077557828073
01149;01;82;6090;1
01243;01;82;5994;1
01353;01;82;6084;0.873394652586959
01353;01;82;6170;0.126605347413367
01205;01;82;5824;0.0769091783897107
01205;01;82;5825;0.0416014152078016
01205;01;82;5913;0.830866204903209
01205;01;82;5914;0.0506232014993306
01103;01;82;5641;0.638730408968638
01103;01;82;5734;0.361269591030568
01397;01;82;5642;1
01279;01;82;6091;1
01110;01;82;6340;0.498935081483343
01110;01;82;6341;0.500996162149977
01110;01;82;6421;6.87563671918441e-05
01248;01;82;6171;0.327081779647289
01248;01;82;6172;0.631034102907153
01248;01;82;6254;0.0399809802260519
01248;01;82;6255;0.00190313721935439
01193;01;82;6420;0.0273478509743098
01193;01;82;6421;0.864230037526647
01193;01;82;6501;0.108422111500575
01027;01;82;6256;0.708664916475567
01027;01;82;6257;0.279411679816846
01027;01;82;6335;0.0119234037076252
01237;01;82;5730;0.00882243852495883
01237;01;82;5822;0.991177561475317
01072;01;82;5819;0.994419089677207
01072;01;82;5820;0.00558091032326309
01097;01;82;6179;0.846670001912818
01097;01;82;6180;0.153329998087039
01244;01;82;6174;0.903093085008487
01244;01;82;6175;0.0969069149916316
01325;01;82;6088;0.696445553087181
01325;01;82;6174;0.303554446912879
01133;01;82;6263;0.39171044595476
01133;01;82;6342;0.608289554045493
01007;01;82;5999;0.13303000544964
01007;01;82;6000;0.149804515619797
01007;01;82;6089;0.153497732088396
01007;01;82;6090;0.563667746842327
01033;01;82;5913;0.821448124033366
01033;01;82;5914;0.178551875966518
01134;01;82;5723;1
01408;01;82;5728;0.665254237216172
01408;01;82;5729;0.0284101898770452
01408;01;82;5820;0.306335572906887
01183;01;82;5903;0.929411548925312
01183;01;82;5994;0.070588451074253
01107;01;82;6176;0.425414341853336
01107;01;82;6177;0.574585658146692
01184;01;82;5820;0.502386934531196
01184;01;82;5821;0.143262716443574
01184;01;82;5909;0.351867387527704
01184;01;82;5910;0.00248296149725764
01295;01;82;5903;0.483408669094627
01295;01;82;5904;0.516591330905604
01160;01;82;5735;1
01389;01;82;5904;0.0378777477907256
01389;01;82;5905;0.00366286970422934
01389;01;82;5995;0.752763938714981
01389;01;82;5996;0.200860487100977
01389;01;82;6085;0.00472786944682257
01389;01;82;6086;0.000107087242216678
01218;01;82;6093;0.227731750259612
01218;01;82;6094;0.312224565805195
01218;01;82;6179;0.278877089045049
01218;01;82;6180;0.181166594890504
01057;01;82;5536;0.933389759059766
01057;01;82;5537;0.0666102409406018
01435;01;82;5642;1
01026;01;82;5630;0.0186719514051275
01026;01;82;5631;0.00610256838395923
01026;01;82;5723;0.843326618432009
01026;01;82;5724;0.131898861777811
01250;01;82;6084;0.665297531859831
01250;01;82;6085;0.283396174589552
01250;01;82;6170;0.0428662171843154
01250;01;82;6171;0.00844007636607556
01331;01;82;5909;0.128405775683188
01331;01;82;5910;0.850961238651145
01331;01;82;6001;0.0206329856651476
01081;01;82;5732;0.518901837370156
01081;01;82;5733;0.00265329259768141
01081;01;82;5824;0.478444870032029
01268;01;82;6421;0.411326546451908
01268;01;82;6501;0.588673453547503
01141;01;82;6262;1
01259;01;82;5725;9.97949257215922e-05
01259;01;82;5817;0.999900205074067
01300;01;82;5822;0.00417171541635681
01300;01;82;5823;0.387459274115023
01300;01;82;5911;0.0417403695158606
01300;01;82;5912;0.566628640952865
01335;01;82;5906;1
01098;01;82;6262;0.61685179874643
01098;01;82;6341;0.383148201254148
01264;01;82;5817;0.86756091598888
01264;01;82;5818;0.11558564272293
01264;01;82;5906;0.0168534412883222
01150;01;82;5728;0.169229450306331
01150;01;82;5819;0.000687525816905455
01150;01;82;5820;0.830083023876217
01329;01;82;6261;1
01257;01;82;5824;1
01313;01;82;5641;0.0342236687437322
01313;01;82;5642;0.00118483458150295
01313;01;82;5734;0.535505305420661
01313;01;82;5735;0.429086191254477
01301;01;82;5725;0.420533839361895
01301;01;82;5726;0.439738742762567
01301;01;82;5817;0.0638423868359589
01301;01;82;5818;0.0758850310399053
01351;01;82;5815;0.0168298875145317
01351;01;82;5904;0.983170112485382
01365;01;82;5723;0.742377360442487
01365;01;82;5724;0.257622639557121
01173;01;82;5547;0.367864334913817
01173;01;82;5641;0.576240907768166
01173;01;82;5642;0.0558947573180376
01192;01;82;5729;0.0566273021836229
01192;01;82;5730;0.300368299360873
01192;01;82;5821;0.250449178135332
01192;01;82;5822;0.392555220320329
01101;01;82;5911;1
01422;01;82;5908;1
01277;01;82;6001;0.13248279261816
01277;01;82;6090;0.0147116128116935
01277;01;82;6091;0.852805594570968
01442;01;82;6179;1
01117;01;82;6340;0.759743157090555
01117;01;82;6420;0.24025684290958
01339;01;82;6084;0.156746280432953
01339;01;82;6170;0.843253719566486
01372;01;82;6179;0.107995521192493
01372;01;82;6262;0.89200447880708
01430;01;82;5999;1
01321;01;82;5819;0.407731678226354
01321;01;82;5820;0.315321502317961
01321;01;82;5908;0.198792918857838
01321;01;82;5909;0.0781539005987158
01214;01;82;5821;0.665740624987329
01214;01;82;5910;0.334259375013016
01425;01;82;5908;0.779716350934233
01425;01;82;5999;0.220283649066163
01424;01;82;6172;0.349180003214135
01424;01;82;6255;0.650819996785749
01105;01;82;6171;0.940501860774728
01105;01;82;6172;0.0594981392250508
01417;01;82;6178;0.969277309040734
01417;01;82;6261;0.0307226909593633
01271;01;82;6341;0.0499786940284741
01271;01;82;6342;0.807744767940075
01271;01;82;6421;0.000972128525919436
01271;01;82;6422;0.141304409505725
01017;01;82;6091;0.381656060712635
01017;01;82;6177;0.618343939288028
01282;01;82;6001;0.128053352697122
01282;01;82;6002;0.871946647304002
01340;01;82;6340;0.00580956796597953
01340;01;82;6341;0.00123242518463254
01340;01;82;6420;0.435553827656966
01340;01;82;6421;0.557404179192038
01219;01;82;6260;0.623610958059213
01219;01;82;6261;0.351778745928496
01219;01;82;6339;0.0138101997013421
01219;01;82;6340;0.01080009631076
01349;01;82;6087;0.000612525642815838
01349;01;82;6088;0.124300350043782
01349;01;82;6173;0.00147271751156323
01349;01;82;6174;0.873614406802024
01022;01;82;6179;1
01123;01;82;5722;0.278819556681782
01123;01;82;5723;0.109835510716071
01123;01;82;5814;0.251891238187178
01123;01;82;5815;0.359453694415683
01233;01;82;6261;0.058677614442316
01233;01;82;6339;0.0414938300798351
01233;01;82;6340;0.899828555477467
01263;01;82;5903;0.00600488067041005
01263;01;82;5994;0.993995119330624
01009;01;82;6262;0.520018296323072
01009;01;82;6341;0.479981703677154
01333;01;82;6171;0.0527883678626354
01333;01;82;6172;0.947211632137523
01294;01;82;6421;1
01054;01;82;6173;0.0446397739164463
01054;01;82;6174;0.876652779256746
01054;01;82;6257;0.0787074468261639
01317;01;82;5819;0.113491949239089
01317;01;82;5820;0.886508050760502
01166;01;82;6084;1
01200;01;82;5910;0.868667189104447
01200;01;82;6001;0.131332810895988
01181;01;82;5730;0.724218926484673
01181;01;82;5822;0.275781073513855
01104;01;82;5640;0.00110347189501439
01104;01;82;5732;0.109568305593127
01104;01;82;5733;0.51321448290485
01104;01;82;5824;0.259146277466217
01104;01;82;5825;0.116967462141074
01413;01;82;6004;1
01421;01;82;6090;0.0232607630364403
01421;01;82;6176;0.976739236963255
01381;01;82;5997;0.285046855787269
01381;01;82;5998;0.714953144212533
01191;01;82;6001;0.868484273943426
01191;01;82;6002;0.131515726056611
01118;01;82;6094;1
01246;01;82;5724;0.304813644192768
01246;01;82;5725;0.411966663786562
01246;01;82;5816;0.0408518475429391
01246;01;82;5817;0.242367844477753
01028;01;82;5904;0.975396295455796
01028;01;82;5905;0.0175462652171207
01028;01;82;5995;0.00705743932721395
01310;01;82;6420;0.0492195512338611
01310;01;82;6421;0.950780448766068
01083;01;82;5904;0.344315945720623
01083;01;82;5994;0.00242119682096632
01083;01;82;5995;0.653262857458279
01281;01;82;5642;0.425652114603881
01281;01;82;5735;0.574347885395473
01071;01;82;5641;0.565157016857859
01071;01;82;5642;0.43484298314219
01439;01;82;5630;1
01146;01;82;5904;1
01231;01;82;5536;0.000142913694119812
01231;01;82;5630;0.999857086305958
01194;01;82;6084;1
01031;01;82;5730;0.968654668811888
01031;01;82;5731;0.0288776920372291
01031;01;82;5822;0.00246763915118656
01356;01;82;5905;0.446304193215563
01356;01;82;5906;0.553695806784605
01167;01;82;5814;0.450034245431646
01167;01;82;5815;0.549965754569012
01230;01;82;5538;1
01170;01;82;5821;0.452167710197522
01170;01;82;5822;0.547832289801973
01252;01;82;5903;0.572344469115169
01252;01;82;5904;0.42765553088484
01152;01;82;5731;0.627388798140406
01152;01;82;5732;0.036541445847704
01152;01;82;5823;0.311375255668052
01152;01;82;5824;0.0246945003435665
01180;01;82;5642;1
01276;01;82;6256;1
01156;01;82;6173;0.426385834947453
01156;01;82;6174;0.57361416505211
01429;01;82;5725;4.30423299897631e-06
01429;01;82;5817;0.999995695767046
01213;01;82;6089;0.0843777030723494
01213;01;82;6175;0.915622296927365
01342;01;82;6173;1
01229;01;82;5632;0.538263713918937
01229;01;82;5633;0.461736286081196
01067;01;82;5910;1
01371;01;82;6086;0.441591759846849
01371;01;82;6172;0.558408240152554
01165;01;82;5994;0.595922065468962
01165;01;82;5995;0.40407793453115
01382;01;82;5996;0.0980978739899801
01382;01;82;6085;0.10645233442882
01382;01;82;6086;0.795449791581922
01030;01;82;6084;1
01407;01;82;6094;1
01111;01;82;6177;0.843179242124889
01111;01;82;6260;0.156820757875811
01224;01;82;6257;0.106109181511952
01224;01;82;6258;0.157388331555552
01224;01;82;6336;0.396936599756984
01224;01;82;6337;0.339565887175796
01364;01;82;5537;0.169262328393472
01364;01;82;5538;0.652413882183718
01364;01;82;5632;0.178323789423018
01385;01;82;5818;1
01172;01;82;5635;0.43044142893443
01172;01;82;5636;0.382015732203727
01172;01;82;5728;0.0996426485837607
01172;01;82;5729;0.0879001902786211
01198;01;82;6087;0.567194595094407
01198;01;82;6088;0.0378417218444454
01198;01;82;6173;0.355175327770475
01198;01;82;6174;0.0397883552902729
01284;01;82;5536;0.655232802789133
01284;01;82;5537;0.00643171668347274
01284;01;82;5630;0.317328197839428
01284;01;82;5631;0.0210072826870529
01042;01;82;5815;1
01046;01;82;5723;0.0147911607323554
01046;01;82;5724;0.0970501409107049
01046;01;82;5815;0.189962932465283
01046;01;82;5816;0.698195765891948
01416;01;82;6091;0.210036084373358
01416;01;82;6092;0.000320340147515621
01416;01;82;6177;0.780451738013825
01416;01;82;6178;0.0091918374651551
01328;01;82;5905;0.577015253286248
01328;01;82;5906;0.422984746713921
01116;01;82;6261;0.614959735400021
01116;01;82;6262;0.237850158990359
01116;01;82;6340;0.0111423573565973
01116;01;82;6341;0.136047748252616
01050;01;82;5537;0.221658887165697
01050;01;82;5631;0.778341112834427
01309;01;82;5635;1
01450;01;82;6088;0.0291399585372537
01450;01;82;6089;0.183207506628793
01450;01;82;6174;0.335079289566058
01450;01;82;6175;0.452573245267606
01221;01;82;6092;0.0913901407460923
01221;01;82;6093;0.908609859253696
01015;01;82;6341;0.596893903553987
01015;01;82;6421;0.403106096445558
01316;01;82;6261;0.0301994366709354
01316;01;82;6262;0.969800563328864
01285;01;82;6170;0.100894929224176
01285;01;82;6171;0.899105070776293
01075;01;82;5994;0.606889017121134
01075;01;82;5995;0.0522517664537074
01075;01;82;6084;0.340293476822041
01075;01;82;6085;0.000565739603263545
01418;01;82;6255;0.316202288012026
01418;01;82;6256;0.683797711987696
01016;01;82;5440;0.307925433812329
01016;01;82;5441;0.692074566187886
01304;01;82;5999;0.220060373269496
01304;01;82;6000;0.779939626730276
01406;01;82;5537;0.258619108839391
01406;01;82;5538;0.741380891160658
01452;01;82;6178;0.039203891954318
01452;01;82;6179;0.0199728897422884
